Station ID,Station,Longitude,Latitude,# of Docks,City
735,Armas Launiksen katu,24.818128,60.22178100000001,20,Espoo
737,Muurarinkuja,24.812271,60.223769,19,Espoo
739,Postipuun koulu,24.826396,60.223827,16,Espoo
741,Gransinmäki,24.804898,60.222154,20,Espoo
745,Leppävaaran urheilupuisto,24.800971,60.224943,32,Espoo
747,Leppävaaran uimahalli,24.804735,60.226379,18,Espoo
749,Vallikatu,24.813871,60.228463,24,Espoo
751,Vallipolku,24.819614,60.227827000000005,20,Espoo
753,Linnuntie,24.813954000000003,60.234401,24,Espoo
754,Lintumetsä,24.8212,60.23841,30,Espoo
755,Kutsuntatie,24.824561,60.230453000000004,16,Espoo
757,Painiitty,24.831397,60.235089,12,Espoo
761,Mäkkylän asema,24.839389999999998,60.220467000000006,32,Espoo
763,Kalkkipellonmäki,24.833536,60.220551,24,Espoo
767,Ruutikatu,24.820635,60.223377,10,Espoo
769,Tiurintie,24.814562,60.204951,12,Espoo
900,Orionintie,24.771826,60.18011800000001,20,Espoo
901,O'Bike Station,24.742219,60.163412,20,Espoo
902,Derby Business Park,24.835356,60.209017,20,Espoo
